value_date,narration,debit,credit,balance
05/08/2026,UPI/yzRuc9/PAYMENT/REF,,17.95,"50,54,492.00"
06/08/2026,RTGS/0BoaLQ/RAZORPAY/COLLECTION,,62.33,"50,54,554.33"
06/08/2026,  MPS/0CFYER/RAZORPAY SOFTWARE PVT LTD  ,,45.80,"50,54,600.13"
06/08/2026,  MPS/3oAWj7/RAZORPAY SOFTWARE PVT LTD  ,,23.24,"50,54,623.37"
06/08/2026,NEFT/RAZORPAY/AtyZC4/SETTLEMENT,,23.27,"50,54,646.64"
06/08/2026,TRF FROM RAZORPAY REF e1nRvP DT 06/08,,62.89,"50,54,709.53"
06/08/2026,NEFT/RAZORPAY/jGCYb1/SETTLEMENT,,46.32,"50,54,755.85"
06/08/2026,RTGS/jHgagd/RAZORPAY/COLLECTION,,383.98,"50,55,139.83"
06/08/2026,NEFT-RAZORPAY-mPOuoq-SETTLEMENT,,63.10,"50,55,202.93"
06/08/2026,UPI/PAYYQQ2O/PAYMENT/REF,,43.47,"50,55,246.40"
06/08/2026,RTGS/QO0BAb/RAZORPAY/COLLECTION,,79.26,"50,55,325.66"
06/08/2026,  MPS/rfnd_S3p4fa/RAZORPAY SOFTWARE PVT LTD  ,18.69,,"50,55,306.97"
06/08/2026,NEFT-RAZORPAY-tTCXNA-SETTLEMENT,,52.41,"50,55,359.38"
06/08/2026,NEFT-RAZORPAY-uM0IxJ-SETTLEMENT,,44.10,"50,55,403.48"
06/08/2026,UPI/vlEySS/PAYMENT/REF,,94.12,"50,55,497.60"
06/08/2026,UPI/YY41r8/PAYMENT/REF,,2.24,"50,55,499.84"
07/08/2026,UPI/38SQhB/PAYMENT/REF,,251.29,"50,55,751.13"
07/08/2026,IMPS/3QqmB0/RZPY/CR,,188.46,"50,55,939.59"
07/08/2026,UPI/B8iDhP/PAYMENT/REF,,8.51,"50,55,948.10"
07/08/2026,IMPS/b91ss2/RZPY/CR,,77.36,"50,56,025.46"
07/08/2026,RTGS/LX6kth/RAZORPAY/COLLECTION,,50.32,"50,56,075.78"
07/08/2026,NEFT-RAZORPAY-olKYBt-SETTLEMENT,,26.12,"50,56,101.90"
07/08/2026,NEFT/RAZORPAY/ozFpjd/SETTLEMENT,,8.42,"50,56,110.32"
07/08/2026,NEFT-RAZORPAY-p7KnCv-SETTLEMENT,,43.56,"50,56,153.88"
07/08/2026,NEFT/RAZORPAY/PAYLGN7V/SETTLEMENT,,246.71,"50,56,400.59"
07/08/2026,BY TRANSFER-NEFT*pTGwS9*RAZORPAY SOFTWARE,,17.81,"50,56,418.40"
07/08/2026,UPI/SMKr2f/PAYMENT/REF,,24.74,"50,56,443.14"
07/08/2026,IMPS/VeF17l/RZPY/CR,,210.35,"50,56,653.49"
07/08/2026,NEFT-RAZORPAY-w2Y7Vi-SETTLEMENT,,45.87,"50,56,699.36"
07/08/2026,  MPS/yahQ0t/RAZORPAY SOFTWARE PVT LTD  ,,35.20,"50,56,734.56"
07/08/2026,NEFT-RAZORPAY-ymHZ2k-SETTLEMENT,,235.76,"50,56,970.32"
08/08/2026,UPI/05yAgP/PAYMENT/REF,,305.73,"50,57,276.05"
08/08/2026,NEFT/RAZORPAY/1xITcP/SETTLEMENT,,69.71,"50,57,345.76"
08/08/2026,UPI/6rGZwL/PAYMENT/REF,,71.89,"50,57,417.65"
08/08/2026,NEFT-RAZORPAY-7DrR6K-SETTLEMENT,,62.08,"50,57,479.73"
08/08/2026,IMPS/B999ea/RZPY/CR,,101.27,"50,57,581.00"
08/08/2026,NEFT-RAZORPAY-CDnRS3-SETTLEMENT,,16.22,"50,57,597.22"
08/08/2026,NEFT/RAZORPAY/CxVRbe/SETTLEMENT,,7.69,"50,57,604.91"
08/08/2026,UPI/dEf89O/PAYMENT/REF,,5.14,"50,57,610.05"
08/08/2026,TRF FROM RAZORPAY REF Dkg05F DT 08/08,,17.61,"50,57,627.66"
08/08/2026,BY TRANSFER-NEFT*FHzSyo*RAZORPAY SOFTWARE,,66.99,"50,57,694.65"
08/08/2026,BY TRANSFER-NEFT*h3V7uB*RAZORPAY SOFTWARE,,176.38,"50,57,871.03"
08/08/2026,  MPS/HuwFtZ/RAZORPAY SOFTWARE PVT LTD  ,,149.97,"50,58,021.00"
08/08/2026,  MPS/JJo6e4/RAZORPAY SOFTWARE PVT LTD  ,,112.46,"50,58,133.46"
08/08/2026,UPI/JN6Csp/PAYMENT/REF,,25.55,"50,58,159.01"
08/08/2026,RTGS/jyd2eG/RAZORPAY/COLLECTION,,62.63,"50,58,221.64"
08/08/2026,NEFT/RAZORPAY/JzavqN/SETTLEMENT,,11.51,"50,58,233.15"
08/08/2026,NEFT-RAZORPAY-KZ3PUG-SETTLEMENT,,385.48,"50,58,618.63"
08/08/2026,NEFT/RAZORPAY/Lei2fB/SETTLEMENT,,144.63,"50,58,763.26"
08/08/2026,UPI/PAYC6NWZ/PAYMENT/REF,,15.05,"50,58,778.31"
08/08/2026,NEFT-RAZORPAY-PAYWKAFW-SETTLEMENT,,138.56,"50,58,916.87"
08/08/2026,BY TRANSFER-NEFT*rfnd_VnImoa*RAZORPAY SOFTWARE,94.68,,"50,58,822.19"
08/08/2026,TRF FROM RAZORPAY REF w2bnHm DT 08/08,,28.01,"50,58,850.20"
08/08/2026,RTGS/x4s5A7/RAZORPAY/COLLECTION,,18.88,"50,58,869.08"
08/08/2026,UPI/zftLnf/PAYMENT/REF,,311.11,"50,59,180.19"
09/08/2026,TRF FROM RAZORPAY REF 6qlf9t DT 09/08,,68.46,"50,59,248.65"
09/08/2026,NEFT/RAZORPAY/A515vK/SETTLEMENT,,38.91,"50,59,287.56"
09/08/2026,RTGS/AHCeYy/RAZORPAY/COLLECTION,,20.35,"50,59,307.91"
09/08/2026,NEFT/RAZORPAY/DjCJ7q/SETTLEMENT,,36.72,"50,59,344.63"
09/08/2026,NEFT/RAZORPAY/Fg91UJ/SETTLEMENT,,146.63,"50,59,491.26"
09/08/2026,UPI/gH3uSp/PAYMENT/REF,,9.23,"50,59,500.49"
09/08/2026,  MPS/HFJ8PO/RAZORPAY SOFTWARE PVT LTD  ,,117.83,"50,59,618.32"
09/08/2026,BY TRANSFER-NEFT*iToXQz*RAZORPAY SOFTWARE,,11.74,"50,59,630.06"
09/08/2026,IMPS/jZa6yv/RZPY/CR,,35.23,"50,59,665.29"
09/08/2026,UPI/KUwtGK/PAYMENT/REF,,11.77,"50,59,677.06"
09/08/2026,  MPS/mDTJx4/RAZORPAY SOFTWARE PVT LTD  ,,37.29,"50,59,714.35"
09/08/2026,RTGS/Nt0RHi/RAZORPAY/COLLECTION,,69.52,"50,59,783.87"
09/08/2026,IMPS/NVR683/RZPY/CR,,176.20,"50,59,960.07"
09/08/2026,RTGS/NWuphc/RAZORPAY/COLLECTION,,36.87,"50,59,996.94"
09/08/2026,  MPS/ovnohb/RAZORPAY SOFTWARE PVT LTD  ,,85.79,"50,60,082.73"
09/08/2026,UPI/P6U9K0/PAYMENT/REF,,275.03,"50,60,357.76"
09/08/2026,  MPS/PAYCD8FR/RAZORPAY SOFTWARE PVT LTD  ,,196.98,"50,60,554.74"
09/08/2026,TRF FROM RAZORPAY REF pFp8lp DT 09/08,,317.90,"50,60,872.64"
09/08/2026,NEFT-RAZORPAY-rfnd_0BoaLQ-SETTLEMENT,62.33,,"50,60,810.31"
09/08/2026,  MPS/rfnd_CxVRbe/RAZORPAY SOFTWARE PVT LTD  ,7.69,,"50,60,802.62"
09/08/2026,NEFT-RAZORPAY-rfnd_pTGwS9-SETTLEMENT,17.81,,"50,60,784.81"
09/08/2026,NEFT-RAZORPAY-SvObyf-SETTLEMENT,,10.16,"50,60,794.97"
09/08/2026,RTGS/wSqXP0/RAZORPAY/COLLECTION,,288.98,"50,61,083.95"
09/08/2026,IMPS/yirmRa/RZPY/CR,,64.33,"50,61,148.28"
09/08/2026,RTGS/ZA9qgS/RAZORPAY/COLLECTION,,233.52,"50,61,381.80"
10/08/2026,IMPS/2wm6Cq/RZPY/CR,,21.69,"50,61,403.49"
10/08/2026,NEFT-RAZORPAY-7ESmpd-SETTLEMENT,,97.86,"50,61,501.35"
10/08/2026,  MPS/a6AjW1/RAZORPAY SOFTWARE PVT LTD  ,,55.61,"50,61,556.96"
10/08/2026,NEFT/RAZORPAY/AmLmo1/SETTLEMENT,,29.93,"50,61,586.89"
10/08/2026,NEFT/RAZORPAY/cvKVOw/SETTLEMENT,,29.16,"50,61,616.05"
10/08/2026,UPI/gMu4We/PAYMENT/REF,,30.16,"50,61,646.21"
10/08/2026,TRF FROM RAZORPAY REF hceQmj DT 10/08,,393.25,"50,62,039.46"
10/08/2026,RTGS/hjOAAX/RAZORPAY/COLLECTION,,61.20,"50,62,100.66"
10/08/2026,IMPS/IH7vBm/RZPY/CR,,110.12,"50,62,210.78"
10/08/2026,BY TRANSFER-NEFT*lgEFtJ*RAZORPAY SOFTWARE,,44.58,"50,62,255.36"
10/08/2026,NEFT-RAZORPAY-lgMMzy-SETTLEMENT,,22.51,"50,62,277.87"
10/08/2026,BY TRANSFER-NEFT*PAYM7TIV*RAZORPAY SOFTWARE,,51.62,"50,62,329.49"
10/08/2026,TRF FROM RAZORPAY REF PAYYPAHZ DT 10/08,,25.83,"50,62,355.32"
10/08/2026,RTGS/q97NPb/RAZORPAY/COLLECTION,,160.83,"50,62,516.15"
10/08/2026,RTGS/SCr7NZ/RAZORPAY/COLLECTION,,114.74,"50,62,630.89"
10/08/2026,IMPS/sVS3G1/RZPY/CR,,997.61,"50,63,628.50"
10/08/2026,RTGS/XxSH4C/RAZORPAY/COLLECTION,,67.38,"50,63,695.88"
10/08/2026,NEFT-RAZORPAY-yFUyCS-SETTLEMENT,,154.62,"50,63,850.50"
11/08/2026,BY TRANSFER-NEFT*0K3awg*RAZORPAY SOFTWARE,,135.47,"50,63,985.97"
11/08/2026,RTGS/2kpumw/RAZORPAY/COLLECTION,,13.39,"50,63,999.36"
11/08/2026,  MPS/4aV3OV/RAZORPAY SOFTWARE PVT LTD  ,,38.45,"50,64,037.81"
11/08/2026,NEFT-RAZORPAY-5q4Bhb-SETTLEMENT,,122.04,"50,64,159.85"
11/08/2026,NEFT-RAZORPAY-86qIDN-SETTLEMENT,,112.29,"50,64,272.14"
11/08/2026,NEFT/RAZORPAY/EgPnJK/SETTLEMENT,,26.28,"50,64,298.42"
11/08/2026,BY TRANSFER-NEFT*Eq61hF*RAZORPAY SOFTWARE,,357.08,"50,64,655.50"
11/08/2026,UPI/hn5adi/PAYMENT/REF,,12.87,"50,64,668.37"
11/08/2026,NEFT-RAZORPAY-J79U39-SETTLEMENT,,105.46,"50,64,773.83"
11/08/2026,  MPS/K7GYEL/RAZORPAY SOFTWARE PVT LTD  ,,58.91,"50,64,832.74"
11/08/2026,NEFT-RAZORPAY-lnGpB6-SETTLEMENT,,30.31,"50,64,863.05"
11/08/2026,NEFT/RAZORPAY/PAYKQL0S/SETTLEMENT,,15.15,"50,64,878.20"
11/08/2026,NEFT-RAZORPAY-pgaxHF-SETTLEMENT,,122.87,"50,65,001.07"
11/08/2026,RTGS/qVM1ha/RAZORPAY/COLLECTION,,42.61,"50,65,043.68"
11/08/2026,NEFT/RAZORPAY/rfnd_2wm6Cq/SETTLEMENT,14.40,,"50,65,029.28"
11/08/2026,RTGS/rfnd_Rpq2W3/RAZORPAY/COLLECTION,32.16,,"50,64,997.12"
11/08/2026,NEFT/RAZORPAY/uIszKD/SETTLEMENT,,105.55,"50,65,102.67"
11/08/2026,UPI/xoZh6h/PAYMENT/REF,,16.92,"50,65,119.59"
12/08/2026,NEFT-RAZORPAY-3FsGcr-SETTLEMENT,,35.74,"50,65,155.33"
12/08/2026,BY TRANSFER-NEFT*4sWYq9*RAZORPAY SOFTWARE,,59.81,"50,65,215.14"
12/08/2026,NEFT/RAZORPAY/5SJ3qc/SETTLEMENT,,37.35,"50,65,252.49"
12/08/2026,RTGS/9AL54y/RAZORPAY/COLLECTION,,218.13,"50,65,470.62"
12/08/2026,NEFT/RAZORPAY/aET5xC/SETTLEMENT,,531.48,"50,66,002.10"
12/08/2026,UPI/cS4amc/PAYMENT/REF,,23.45,"50,66,025.55"
12/08/2026,UPI/FmSmhf/PAYMENT/REF,,85.97,"50,66,111.52"
12/08/2026,  MPS/hdFIYe/RAZORPAY SOFTWARE PVT LTD  ,,12.82,"50,66,124.34"
12/08/2026,RTGS/hdFIYe/RAZORPAY/COLLECTION,,12.82,"50,66,137.16"
12/08/2026,RTGS/hosVOJ/RAZORPAY/COLLECTION,,97.32,"50,66,234.48"
12/08/2026,BY TRANSFER-NEFT*Jkeq1d*RAZORPAY SOFTWARE,,28.67,"50,66,263.15"
12/08/2026,IMPS/kk7Ycw/RZPY/CR,,175.06,"50,66,438.21"
12/08/2026,IMPS/lf8K8U/RZPY/CR,,28.97,"50,66,467.18"
12/08/2026,BY TRANSFER-NEFT*Mgp066*RAZORPAY SOFTWARE,,47.11,"50,66,514.29"
12/08/2026,BY TRANSFER-NEFT*MXFhk8*RAZORPAY SOFTWARE,,65.03,"50,66,579.32"
12/08/2026,NEFT-RAZORPAY-OITYTK-SETTLEMENT,,"1,029.27","50,67,608.59"
12/08/2026,TRF FROM RAZORPAY REF PAYXAPHK DT 12/08,,159.21,"50,67,767.80"
12/08/2026,  MPS/PG14MI/RAZORPAY SOFTWARE PVT LTD  ,,"1,537.45","50,69,305.25"
12/08/2026,IMPS/pghUEj/RZPY/CR,,51.19,"50,69,356.44"
12/08/2026,  MPS/PgXTnX/RAZORPAY SOFTWARE PVT LTD  ,,359.20,"50,69,715.64"
12/08/2026,BY TRANSFER-NEFT*rfnd_qVM1ha*RAZORPAY SOFTWARE,42.61,,"50,69,673.03"
12/08/2026,IMPS/rtqlhY/RZPY/CR,,16.95,"50,69,689.98"
12/08/2026,IMPS/SraO3H/RZPY/CR,,29.54,"50,69,719.52"
12/08/2026,NEFT/RAZORPAY/sv9tBQ/SETTLEMENT,,526.03,"50,70,245.55"
12/08/2026,UPI/v4O31p/PAYMENT/REF,,17.20,"50,70,262.75"
12/08/2026,RTGS/YSNYo6/RAZORPAY/COLLECTION,,6.10,"50,70,268.85"
13/08/2026,NEFT-RAZORPAY-1ls8yx-SETTLEMENT,,184.22,"50,70,453.07"
13/08/2026,UPI/1q1Mi6/PAYMENT/REF,,2.84,"50,70,455.91"
13/08/2026,IMPS/8oe9d7/RZPY/CR,,9.12,"50,70,465.03"
13/08/2026,TRF FROM RAZORPAY REF bmsroZ DT 13/08,,12.41,"50,70,477.44"
13/08/2026,  MPS/DldWI5/RAZORPAY SOFTWARE PVT LTD  ,,59.62,"50,70,537.06"
13/08/2026,NEFT/RAZORPAY/dPcqFn/SETTLEMENT,,7.69,"50,70,544.75"
13/08/2026,UPI/f3RhJa/PAYMENT/REF,,22.44,"50,70,567.19"
13/08/2026,NEFT-RAZORPAY-Fa157y-SETTLEMENT,,37.88,"50,70,605.07"
13/08/2026,NEFT/RAZORPAY/hvw5B8/SETTLEMENT,,196.98,"50,70,802.05"
13/08/2026,IMPS/IU9ahj/RZPY/CR,,148.58,"50,70,950.63"
13/08/2026,TRF FROM RAZORPAY REF jpbNyq DT 13/08,,68.41,"50,71,019.04"
13/08/2026,RTGS/OkBpUv/RAZORPAY/COLLECTION,,6.49,"50,71,025.53"
13/08/2026,  MPS/ParmRt/RAZORPAY SOFTWARE PVT LTD  ,,4.12,"50,71,029.65"
13/08/2026,NEFT-RAZORPAY-PAY55QEL-SETTLEMENT,,19.63,"50,71,049.28"
13/08/2026,  MPS/pYU2Ne/RAZORPAY SOFTWARE PVT LTD  ,,35.12,"50,71,084.40"
13/08/2026,BY TRANSFER-NEFT*RaNgJ3*RAZORPAY SOFTWARE,,120.90,"50,71,205.30"
13/08/2026,UPI/rfnd_MeDNWW/PAYMENT/REF,57.22,,"50,71,148.08"
13/08/2026,NEFT/RAZORPAY/RPzP4M/SETTLEMENT,,42.13,"50,71,190.21"
13/08/2026,UPI/TaCRAM/PAYMENT/REF,,195.62,"50,71,385.83"
13/08/2026,  MPS/tm0Zt0/RAZORPAY SOFTWARE PVT LTD  ,,35.06,"50,71,420.89"
13/08/2026,NEFT-RAZORPAY-vR5uo7-SETTLEMENT,,102.91,"50,71,523.80"
13/08/2026,RTGS/wqPdOm/RAZORPAY/COLLECTION,,82.21,"50,71,606.01"
13/08/2026,BY TRANSFER-NEFT*Y3OkfF*RAZORPAY SOFTWARE,,24.01,"50,71,630.02"
13/08/2026,IMPS/yInwkR/RZPY/CR,,18.27,"50,71,648.29"
13/08/2026,  MPS/YlosuA/RAZORPAY SOFTWARE PVT LTD  ,,130.73,"50,71,779.02"
13/08/2026,RTGS/yt2GJM/RAZORPAY/COLLECTION,,135.31,"50,71,914.33"
14/08/2026,UPI/4g1Apo/PAYMENT/REF,,50.89,"50,71,965.22"
14/08/2026,RTGS/8ub54X/RAZORPAY/COLLECTION,,329.63,"50,72,294.85"
14/08/2026,NEFT/RAZORPAY/BKcp2V/SETTLEMENT,,163.67,"50,72,458.52"
14/08/2026,IMPS/EhLrwL/RZPY/CR,,1.53,"50,72,460.05"
14/08/2026,BY TRANSFER-NEFT*fxiyft*RAZORPAY SOFTWARE,,36.29,"50,72,496.34"
14/08/2026,  MPS/GVOxzf/RAZORPAY SOFTWARE PVT LTD  ,,1.71,"50,72,498.05"
14/08/2026,  MPS/mUjQIp/RAZORPAY SOFTWARE PVT LTD  ,,14.99,"50,72,513.04"
14/08/2026,TRF FROM RAZORPAY REF NNfbgb DT 14/08,,19.89,"50,72,532.93"
14/08/2026,TRF FROM RAZORPAY REF OQZyoq DT 14/08,,292.79,"50,72,825.72"
14/08/2026,BY TRANSFER-NEFT*PAYDWSC4*RAZORPAY SOFTWARE,,131.39,"50,72,957.11"
14/08/2026,BY TRANSFER-NEFT*r2AbxB*RAZORPAY SOFTWARE,,7.88,"50,72,964.99"
14/08/2026,BY TRANSFER-NEFT*rfnd_NNyFo1*RAZORPAY SOFTWARE,58.56,,"50,72,906.43"
14/08/2026,NEFT/RAZORPAY/rfnd_uIszKD/SETTLEMENT,26.59,,"50,72,879.84"
14/08/2026,TRF FROM RAZORPAY REF sOqpAu DT 14/08,,63.96,"50,72,943.80"
14/08/2026,RTGS/SxAd1v/RAZORPAY/COLLECTION,,59.46,"50,73,003.26"
14/08/2026,NEFT/RAZORPAY/ueP8h9/SETTLEMENT,,29.78,"50,73,033.04"
14/08/2026,UPI/WhjK9q/PAYMENT/REF,,31.60,"50,73,064.64"
15/08/2026,IMPS/1Xg7e4/RZPY/CR,,19.94,"50,73,084.58"
15/08/2026,  MPS/48uMpV/RAZORPAY SOFTWARE PVT LTD  ,,82.84,"50,73,167.42"
15/08/2026,TRF FROM RAZORPAY REF 49xSeN DT 15/08,,113.18,"50,73,280.60"
15/08/2026,NEFT-RAZORPAY-AD5d0y-SETTLEMENT,,96.61,"50,73,377.21"
15/08/2026,TRF FROM RAZORPAY REF atPpYz DT 15/08,,630.73,"50,74,007.94"
15/08/2026,TRF FROM RAZORPAY REF bkC5Ib DT 15/08,,192.16,"50,74,200.10"
15/08/2026,IMPS/bU4JlZ/RZPY/CR,,4.87,"50,74,204.97"
15/08/2026,IMPS/CSZ06M/RZPY/CR,,20.71,"50,74,225.68"
15/08/2026,TRF FROM RAZORPAY REF ELhI9z DT 15/08,,71.29,"50,74,296.97"
15/08/2026,IMPS/EqEpVK/RZPY/CR,,8.16,"50,74,305.13"
15/08/2026,NEFT/RAZORPAY/gyJl9v/SETTLEMENT,,68.70,"50,74,373.83"
15/08/2026,NEFT/RAZORPAY/He4rJk/SETTLEMENT,,411.10,"50,74,784.93"
15/08/2026,  MPS/Iuvtdq/RAZORPAY SOFTWARE PVT LTD  ,,12.33,"50,74,797.26"
15/08/2026,UPI/KHDXBc/PAYMENT/REF,,13.37,"50,74,810.63"
15/08/2026,TRF FROM RAZORPAY REF o1xV1Y DT 15/08,,67.31,"50,74,877.94"
15/08/2026,NEFT/RAZORPAY/OmeMWa/SETTLEMENT,,154.93,"50,75,032.87"
15/08/2026,UPI/PAYSWVBJ/PAYMENT/REF,,126.09,"50,75,158.96"
15/08/2026,NEFT-RAZORPAY-pz5UC8-SETTLEMENT,,91.79,"50,75,250.75"
15/08/2026,  MPS/q5ZDdA/RAZORPAY SOFTWARE PVT LTD  ,,11.08,"50,75,261.83"
15/08/2026,IMPS/UvCt44/RZPY/CR,,55.12,"50,75,316.95"
15/08/2026,RTGS/VkiXNK/RAZORPAY/COLLECTION,,49.56,"50,75,366.51"
15/08/2026,  MPS/x0FWuI/RAZORPAY SOFTWARE PVT LTD  ,,58.83,"50,75,425.34"
15/08/2026,RTGS/z1avAe/RAZORPAY/COLLECTION,,119.16,"50,75,544.50"
16/08/2026,NEFT-RAZORPAY-3x2499-SETTLEMENT,,36.01,"50,75,580.51"
16/08/2026,UPI/3ylFuO/PAYMENT/REF,,21.00,"50,75,601.51"
16/08/2026,NEFT/RAZORPAY/7udWdN/SETTLEMENT,,36.96,"50,75,638.47"
16/08/2026,  MPS/8ixQnj/RAZORPAY SOFTWARE PVT LTD  ,,118.34,"50,75,756.81"
16/08/2026,IMPS/9ertS8/RZPY/CR,,20.59,"50,75,777.40"
16/08/2026,BY TRANSFER-NEFT*avPP3c*RAZORPAY SOFTWARE,,16.00,"50,75,793.40"
16/08/2026,BY TRANSFER-NEFT*Dddzg1*RAZORPAY SOFTWARE,,41.10,"50,75,834.50"
16/08/2026,RTGS/GDmKYT/RAZORPAY/COLLECTION,,23.48,"50,75,857.98"
16/08/2026,BY TRANSFER-NEFT*lIK4C4*RAZORPAY SOFTWARE,,53.00,"50,75,910.98"
16/08/2026,UPI/M2qVf8/PAYMENT/REF,,59.45,"50,75,970.43"
16/08/2026,  MPS/otpgYN/RAZORPAY SOFTWARE PVT LTD  ,,235.77,"50,76,206.20"
16/08/2026,  MPS/oxrsEb/RAZORPAY SOFTWARE PVT LTD  ,,4.52,"50,76,210.72"
16/08/2026,RTGS/PAYAV3FS/RAZORPAY/COLLECTION,,294.43,"50,76,505.15"
16/08/2026,IMPS/PPNyFH/RZPY/CR,,108.06,"50,76,613.21"
16/08/2026,NEFT-RAZORPAY-SgX3bS-SETTLEMENT,,78.72,"50,76,691.93"
16/08/2026,IMPS/Y8VFwM/RZPY/CR,,5.58,"50,76,697.51"
16/08/2026,TRF FROM RAZORPAY REF ZdVW7b DT 16/08,,25.40,"50,76,722.91"
17/08/2026,  MPS/0llYX2/RAZORPAY SOFTWARE PVT LTD  ,,130.71,"50,76,853.62"
17/08/2026,NEFT-RAZORPAY-1wM4Om-SETTLEMENT,,58.41,"50,76,912.03"
17/08/2026,NEFT/RAZORPAY/9bjcf2/SETTLEMENT,,45.26,"50,76,957.29"
17/08/2026,UPI/DAHbuU/PAYMENT/REF,,55.43,"50,77,012.72"
17/08/2026,IMPS/dNVXDQ/RZPY/CR,,32.82,"50,77,045.54"
17/08/2026,BY TRANSFER-NEFT*E0qqSs*RAZORPAY SOFTWARE,,25.54,"50,77,071.08"
17/08/2026,BY TRANSFER-NEFT*hzJ1Yx*RAZORPAY SOFTWARE,,155.77,"50,77,226.85"
17/08/2026,  MPS/iTECa4/RAZORPAY SOFTWARE PVT LTD  ,,54.77,"50,77,281.62"
17/08/2026,IMPS/LnR3OV/RZPY/CR,,151.97,"50,77,433.59"
17/08/2026,UPI/oHd3t0/PAYMENT/REF,,131.24,"50,77,564.83"
17/08/2026,RTGS/opk79t/RAZORPAY/COLLECTION,,134.62,"50,77,699.45"
17/08/2026,  MPS/PAYILABQ/RAZORPAY SOFTWARE PVT LTD  ,,50.65,"50,77,750.10"
17/08/2026,UPI/PAYK3UH4/PAYMENT/REF,,111.97,"50,77,862.07"
17/08/2026,TRF FROM RAZORPAY REF PAYK5DRN DT 17/08,,96.97,"50,77,959.04"
17/08/2026,BY TRANSFER-NEFT*PAYON23L*RAZORPAY SOFTWARE,,126.65,"50,78,085.69"
17/08/2026,UPI/PAYTANQ1/PAYMENT/REF,,17.13,"50,78,102.82"
17/08/2026,  MPS/PAYUM7ID/RAZORPAY SOFTWARE PVT LTD  ,,13.86,"50,78,116.68"
17/08/2026,NEFT-RAZORPAY-ppBT6e-SETTLEMENT,,36.98,"50,78,153.66"
17/08/2026,IMPS/QQMNdt/RZPY/CR,,104.04,"50,78,257.70"
17/08/2026,IMPS/rfnd_B999ea/RZPY/CR,32.66,,"50,78,225.04"
17/08/2026,NEFT/RAZORPAY/rfnd_P6U9K0/SETTLEMENT,123.53,,"50,78,101.51"
17/08/2026,UPI/SxAetD/PAYMENT/REF,,59.47,"50,78,160.98"
17/08/2026,UPI/tlMDbF/PAYMENT/REF,,40.29,"50,78,201.27"
17/08/2026,NEFT/RAZORPAY/Umu3gw/SETTLEMENT,,215.16,"50,78,416.43"
17/08/2026,NEFT/RAZORPAY/vO2ldt/SETTLEMENT,,108.99,"50,78,525.42"
17/08/2026,TRF FROM RAZORPAY REF VS5aOP DT 17/08,,24.51,"50,78,549.93"
17/08/2026,BY TRANSFER-NEFT*ZspFLl*RAZORPAY SOFTWARE,,9.79,"50,78,559.72"
18/08/2026,  MPS/2atRyd/RAZORPAY SOFTWARE PVT LTD  ,,40.98,"50,78,600.70"
18/08/2026,TRF FROM RAZORPAY REF 2atRyd DT 18/08,,40.98,"50,78,641.68"
18/08/2026,NEFT-RAZORPAY-aN3fyi-SETTLEMENT,,4.58,"50,78,646.26"
18/08/2026,RTGS/aTO35e/RAZORPAY/COLLECTION,,48.09,"50,78,694.35"
18/08/2026,TRF FROM RAZORPAY REF d6IWPE DT 18/08,,123.43,"50,78,817.78"
18/08/2026,NEFT-RAZORPAY-dd9jNm-SETTLEMENT,,50.41,"50,78,868.19"
18/08/2026,IMPS/dEM24X/RZPY/CR,,90.97,"50,78,959.16"
18/08/2026,IMPS/e8JVib/RZPY/CR,,8.47,"50,78,967.63"
18/08/2026,NEFT-RAZORPAY-GDTo5T-SETTLEMENT,,76.07,"50,79,043.70"
18/08/2026,TRF FROM RAZORPAY REF K905mY DT 18/08,,99.80,"50,79,143.50"
18/08/2026,UPI/KJnFZB/PAYMENT/REF,,44.81,"50,79,188.31"
18/08/2026,TRF FROM RAZORPAY REF kRLilW DT 18/08,,116.62,"50,79,304.93"
18/08/2026,BY TRANSFER-NEFT*mKrllG*RAZORPAY SOFTWARE,,8.56,"50,79,313.49"
18/08/2026,UPI/Mq0xgA/PAYMENT/REF,,75.40,"50,79,388.89"
18/08/2026,NEFT-RAZORPAY-ojP696-SETTLEMENT,,232.79,"50,79,621.68"
18/08/2026,UPI/PAYVRKZO/PAYMENT/REF,,60.58,"50,79,682.26"
18/08/2026,  MPS/qvqlx3/RAZORPAY SOFTWARE PVT LTD  ,,36.17,"50,79,718.43"
18/08/2026,NEFT-RAZORPAY-setl_DTdcrS-SETTLEMENT,,963.34,"50,80,681.77"
18/08/2026,NEFT-RAZORPAY-SHW4XJ-SETTLEMENT,,186.82,"50,80,868.59"
18/08/2026,NEFT-RAZORPAY-TjY6eK-SETTLEMENT,,28.98,"50,80,897.57"
18/08/2026,RTGS/u9jFHw/RAZORPAY/COLLECTION,,13.35,"50,80,910.92"
18/08/2026,RTGS/vSH1kx/RAZORPAY/COLLECTION,,35.40,"50,80,946.32"
19/08/2026,BY TRANSFER-NEFT*10XTZP*RAZORPAY SOFTWARE,,107.42,"50,81,053.74"
19/08/2026,  MPS/5IG36D/RAZORPAY SOFTWARE PVT LTD  ,,14.36,"50,81,068.10"
19/08/2026,TRF FROM RAZORPAY REF Btmk4u DT 19/08,,40.44,"50,81,108.54"
19/08/2026,RTGS/CRofOF/RAZORPAY/COLLECTION,,26.30,"50,81,134.84"
